element,created,fond,title,type_formatted,type
div1,1772-04-02,Tursko 4,DSCN2445-div1-zone_rz5_c3v_dmb,EMIN,EMIN
div1,2050-12-30,Tursko 4,DSCN2445-div1-zone_x1b_f3v_dmb,SUMMARY,summary_Croatian
div1,1791-09-05,Tursko 4,DSCN2323-div1-zone_wtc_5vm_dmb,UNKNOWN,unknown
div1,2050-12-30,Tursko 4,DSCN2323-div1-zone_xhr_wvm_dmb,SUMMARY,summary_Croatian
div1,1791-06-24,Tursko 4,DSCN2451-div1-zone_kbt_qmv_dmb,MÜRĀSELE,mürāsele
div1,1774-03-26,Tursko 3,DSCN0246-div1-zone_iq5_bhk_kjb,EMIN,EMIN_zabt_temessük
div1,1831-02-07,Tursko 3,DSCN0905-div1-zone_vpp_lgy_y3b,HÜCCET,hüccet
div1,1773-12-05,Tursko 3,DSCN9048-div1-zone_lfr_mvb_ykb,UNKNOWN,unkown
div1,2050-12-30,Tursko 3,DSCN9048-div1-zone_qd3_rvb_ykb,UNKNOWN,unkown
div1,2050-12-30,Tursko 3,DSCN9048-div1-zone_fpr_gvb_ykb,[Missing D] UNOKOWN,unokown
div1,2050-12-30,Tursko 4,DSCN2096-div1-zone_omp_xv5_bmb,UNKNOWN,unkown
div1,2050-12-30,Tursko 4,DSCN2096-div1-zone_d1z_zv5_bmb,UNKNOWN,unkown
div1,2050-12-30,Tursko 3,DSCN9128-div1-zone_ixq_l2w_glb,EMIN,EMIN
div1,2050-12-30,Tursko 3,DSCN9128-div1-zone_qrh_k2w_glb,SUMMARY,summary_Croatian
div1,1795-08-05,Tursko 7,DSCN0642-div1-zone_dyy_pyp_2mb,MÜRĀSELE,mürāsele
div1,2050-12-30,Tursko 7,DSCN0642-div1-zone_ejj_syp_2mb,SUMMARY,summary_Croatian
div1,2050-12-30,Tursko 4,DSCN2055-div1-zone_qgt_qs4_bmb,TEZKIRE,tezkire
div1,2050-12-30,Tursko 4,DSCN2055-div1-zone_i4t_5s4_bmb,UNKNOWN,unkown
div1,1832-08-14,Tursko 3,DSCN0124-div1-zone_mms_tlv_2jb,TEMESSÜK,temessük
div1,1823-05-10,Tursko 3,DSCN9114-div1-zone_dfl_msv_glb,EMIN,EMIN
div1,2050-12-30,Tursko 3,DSCN9114-div1-zone_try_ksv_glb,SUMMARY,summary_Croatian
div1,1783-10-11,Tursko 2,DSCN8961-div1-zone_npd_mkn_2jb,FERMĀN,fermān_sūret
div1,2050-12-30,Tursko 2,DSCN8961-div1-zone_vdw_skn_2jb,SUMMARY,summary_Croatian
div1,2050-12-30,Tursko 2,DSCN8961-div1-zone_hhs_jkn_2jb,SUMMARY,summary_Croatian
div1,1822-11-29,Tursko 4,DSCN2294-div1-zone_otx_xkg_dmb,TEZKIRE,tezkire
div1,1864-10-09,Tursko 1,DSCN1951-div1-zone_dy3_q12_djb,ʿILMÜHABER,ʿilmühaber_tapu_senedi_sūret
div1,2050-12-30,Tursko 1,DSCN1951-div1-zone_z42_512_djb,SUMMARY,summary_Croatian
div1,1864-09-06,Tursko 1,DSCN1789-div1-zone_gqd_1x3_cjb,SENED,tapu_senedi
div1,2050-12-30,Tursko 1,DSCN1789-div1-zone_fxf_bx3_cjb,[Missing D] TUĞURA,tuğura
div1,2050-12-30,Tursko 1,DSCN1789-div1-zone_grs_fx3_cjb,UNKNOWN,unkown
div1,2050-12-30,Tursko 1,DSCN1789-div1-zone_tz1_2x3_cjb,SUMMARY,summary_Croatian
div1,2050-12-30,Tursko 1,DSCN1762-div1-zone_fn1_cqh_cjb,ʿARZIHĀL,ʿarz-ı_hāl
div1,1762-08-03,Tursko 1,DSCN1762-div1-zone_bk3_2qh_cjb,BUYURULDU,buyuruldu
div1,2050-12-30,Tursko 1,DSCN1762-div1-zone_lx1_mqh_cjb,SUMMARY,summary_Serbian
div1,2050-12-30,Tursko 1,DSCN1776-div1-zone_czc_333_cjb,IʿLĀM,iʿlām
div1,1825-08-27,Tursko 1,DSCN1776-div1-zone_vl5_k33_cjb,BUYURULDU,buyuruldu
div1,2050-12-30,Tursko 1,DSCN1776-div1-zone_ovm_n33_cjb,SUMMARY,summary_Croatian
div1,2050-12-30,Tursko 4,DSCN2257-div1-zone_sn1_mtf_dmb,MÜRĀSELE,mürāsele
div1,2050-12-30,Tursko 4,DSCN2257-div1-zone_wbx_4tf_dmb,SUMMARY,summary_Croatian
div1,1779-02-20,Tursko 6,DSCN0440-div1-zone_twm_b5b_2mb,EMIN,EMIN
div1,2050-12-30,Tursko 6,DSCN0440-div1-zone_yt4_h5b_2mb,SUMMARY,summary_Croatian
div1,1799-01-21,Tursko 4,DSCN1992-div1-zone_m3s_kpp_zlb,MÜRĀSELE,mürāsele
div1,1773-03-22,Tursko 4,DSCN2242-div1-zone_iny_knz_cmb,EMIN,EMIN
div1,2050-12-30,Tursko 4,DSCN2242-div1-zone_w34_nnz_cmb,SUMMARY,summary_Croatian
div1,1810-12-11,Tursko 4,DSCN1993-div1-zone_inr_2qp_zlb,MÜRĀSELE,mürāsele
div1,1567-09-04,Tursko 3,DSCN9317-div1-zone_jj1_5bm_ylb,HÜCCET,hüccet
div1,2050-12-30,Tursko 3,DSCN9317-div1-zone_bfk_pbm_ylb,SUMMARY,summary_Serbian
div1,2050-12-30,Tursko 4,DSCN1987-div1-zone_akg_1zg_j3b,TAHVĪL,tahvīl
div1,1865-03-04,Tursko 3,DSCN9303-div1-zone_sbl_npl_tlb,UNKNOWN,unkown
div1,2050-12-30,Tursko 4,DSCN2256-div1-zone_xqw_5sf_dmb,UNKNOWN,unkown
div1,1816-04-22,Tursko 1,DSCN1011-div1-zone_hvg_4tg_z3b,BUYURULDU,beyāz_üzerine_buyuruldu
div1,2050-12-30,Tursko 1,DSCN1011-div1-zone_vhq_qtg_z3b,SUMMARY,summary_Croatian
div1,1823-09-05,Tursko 1,DSCN1005-div1-zone_bmx_lqg_z3b,UNKNOWN,unknown
div1,2050-12-30,Tursko 1,DSCN1005-div1-zone_ahk_pqg_z3b,UNKNOWN,unknown
div1,1754-11-16,Tursko 4,DSCN2281-div1-zone_gl1_cgg_dmb,NĀME,izin_nāme
div1,2050-12-30,Tursko 4,DSCN2281-div1-zone_bk5_fgg_dmb,SUMMARY,summary_Croatian
div1,1791-10-28,Tursko 3,DSCN8974-div1-zone_wgc_whh_skb,EMIN,EMIN
div1,2050-12-30,Tursko 4,DSCN2295-div1-zone_dpr_tlg_dmb,UNKNOWN,unknown
div1,1846-05-30,Tursko 1,DSCN1944-div1-zone_prc_jxd_djb,UNKNOWN,unknown
div1,2050-12-30,Tursko 1,DSCN1944-div1-zone_k4p_mxd_djb,SUMMARY,summary_Croatian
div1,1786-08-06,Tursko 2,DSCN8948-div1-zone_sgy_1q1_2jb,FERMĀN,fermān
div1,2050-12-30,Tursko 2,DSCN8948-div1-zone_sq1_kp1_2jb,TUĞRA,tuğra
div1,2050-12-30,Tursko 2,DSCN8948-div1-zone_hlb_gq1_2jb,SUMMARY,summary_Croatian
div1,1805-07-02,Tursko 4,DSCN1978-div1-zone_e23_nqg_zlb,UNKNOWN,unkown
div1,2050-12-30,Tursko 4,DSCN1978-div1-zone_l1x_pqg_zlb,SUMMARY,summary_Croatian
div1,1819-07-25,Tursko 3,DSCN0131-div1-zone_y2m_54v_2jb,EMIN,EMIN_hurūf
div1,2050-12-30,Tursko 3,DSCN0131-div1-zone_emk_1pv_2jb,SUMMARY,summary_Croatian
div1,2050-12-30,Tursko 4,DSCN2040-div1-zone_fqj_rg4_bmb,EMIN,EMIN
div1,2050-12-30,Tursko 4,DSCN2040-div1-zone_tts_vg4_bmb,UNKNOWN,unkown
div1,1760-08-11,Tursko 3,DSCN9101-div1-zone_d42_131_glb,EMIN,EMIN
div1,1820-04-27,Tursko 3,DSCN0125-div1-zone_nhk_kmv_2jb,BUYURULDU,beyāz_üzerine_buyuruldu
div1,2050-12-30,Tursko 3,DSCN0125-div1-zone_ytn_4mv_2jb,SUMMARY,summary_Croatian
div1,2050-12-30,Tursko 3,DSCN0125-div1-zone_jtz_rmv_2jb,[Missing D] TRANSLATION_CROATIAN,translation_Croatian
div1,1800-05-23,Tursko 4,DSCN2068-div1-zone_d52_fj5_bmb,UNKNOWN,unkown
div1,2050-12-30,Tursko 4,DSCN2068-div1-zone_ggk_jj5_bmb,SUMMARY,summary_Croatian
div1,2050-12-30,Tursko 3,DSCN0119-div1-zone_cwr_pgv_2jb,TEZKIRE,tezkire_ruhsatiye_esnaf
div1,1787-10-11,Tursko 4,DSCN2083-div1-zone_mwd_lq5_bmb,TEZKIRE,tezkire
div1,2050-12-30,Tursko 4,DSCN2083-div1-zone_rw2_pq5_bmb,UNKNOWN,unkown
div1,1815-02-10,Tursko 3,DSCN9061-div1-zone_xxx_15c_ykb,EMIN,EMIN
div1,1830-06-20,Tursko 4,DSCN2120-div1-zone_cxj_4yj_cmb,EMIN,EMIN
div1,2050-12-30,Tursko 4,DSCN2120-div1-zone_v11_ryj_cmb,SUMMARY,summary_Croatian
div1,1817-10-21,Tursko 3,DSCN9075-div1-zone_qnb_mbt_flb,EMIN,EMIN
div1,2050-12-30,Tursko 3,DSCN9075-div1-zone_lnk_kbt_flb,SUMMARY,summary_Croatian
div1,2050-12-30,Tursko 3,DSCN0079-div1-zone_n3c_32z_k3b,NOTE,note
div1,2050-12-30,Tursko 3,DSCN0079-div1-zone_sbx_k2z_k3b,NOTE,note
div1,1776-06-16,Tursko 4,DSCN2108-div1-zone_ytx_vsj_cmb,EMIN,EMIN
div1,2050-12-30,Tursko 4,DSCN2108-div1-zone_khh_1tj_cmb,SUMMARY,summary_Croatian
div1,1880-12-01,Tursko 3,DSCN0086-div1-zone_srj_xmz_k3b,EMIN,EMIN_zabt_
div1,2050-12-30,Tursko 3,DSCN0086-div1-zone_fdr_zmz_k3b,SUMMARY,summary_Croatian
div1,2050-12-30,Tursko 3,DSCN0092-div1-zone_gtr_hp5_l3b,[Missing D] ŞUKKA,şukka
div1,2050-12-30,Tursko 3,DSCN0092-div1-zone_g2l_jp5_l3b,UNKNOWN,unknown
div1,2050-12-30,Tursko 3,DSCN0092-div1-zone_mjl_kp5_l3b,SUMMARY,summary_Croatian
div1,1783-11-26,Tursko 4,DSCN2336-div1-zone_hxm_2cn_dmb,MÜRĀSELE,mürāsele
div1,2050-12-30,Tursko 4,DSCN2336-div1-zone_wjn_3cn_dmb,SUMMARY,summary_Croatian
div1,1821-09-20,Tursko 3,DSCN9263-div1-zone_ffx_d3h_nlb,EMIN,EMIN
div1,2050-12-30,Tursko 3,DSCN9263-div1-zone_wfn_b3h_nlb,SUMMARY,summary_Croatian
div1,2050-12-30,Tursko 6,DSCN0521-div1-zone_ilr_fp3_2mb,HÜCCET,hüccet
div1,2050-12-30,Tursko 3,DSCN0247-div1-zone_umg_3pt_xjb,TEZKIRE,tezkire
div1,2050-12-30,Tursko 3,DSCN0247-div1-zone_fdk_mpt_xjb,UNKNOWN,unknown
div1,1786-09-15,Tursko 4,DSCN2450-div1-zone_vh5_fmv_dmb,MÜRĀSELE,mürāsele
div1,1815-12-01,Tursko 3,DSCN0253-div1-zone_r3b_rqt_xjb,EMIN,EMIN_tapu_nāme
div1,2050-12-30,Tursko 3,DSCN0253-div1-zone_pq1_5qt_xjb,SUMMARY,summary_Croatian
div1,2050-12-30,Tursko 3,DSCN9277-div1-zone_s35_npv_nlb,EMIN,EMIN
div1,2050-12-30,Tursko 3,DSCN9277-div1-zone_d3n_q4v_nlb,SUMMARY,summary_Croatian
div1,1801-05-12,Tursko 4,DSCN2322-div1-zone_q3d_dvm_dmb,MÜRĀSELE,mürāsele
div1,1807-11-05,Tursko 6,DSCN0509-div1-zone_jcf_mvc_2mb,HÜCCET,hüccet
div1,1854-04-13,Tursko 1,DSCN1824-div1-zone_hbc_g54_cjb,ʿILMÜHABER,ʿilmühaber
div1,1854-04-10,Tursko 1,DSCN1824-div1-zone_zdw_tv4_cjb,ʿILMÜHABER,ʿilmühaber
div1,1854-04-28,Tursko 1,DSCN1824-div1-zone_db2_vv4_cjb,ʿILMÜHABER,ʿilmühaber
div1,1853-09-29,Tursko 1,DSCN1824-div1-zone_x3v_wv4_cjb,ʿILMÜHABER,ʿilmühaber
div1,1854-03-29,Tursko 1,DSCN1824-div1-zone_zpn_zv4_cjb,ʿILMÜHABER,ʿilmühaber
div1,1853-12-21,Tursko 1,DSCN1824-div1-zone_fqj_bw4_cjb,ʿILMÜHABER,ʿilmühaber
div1,2050-12-30,Tursko 1,DSCN1824-div1-zone_czw_cw4_cjb,ʿILMÜHABER,ʿilmühaber
div1,1853-12-15,Tursko 1,DSCN1824-div1-zone_dgb_fw4_cjb,ʿILMÜHABER,ʿilmühaber
div1,1854-09-07,Tursko 1,DSCN1824-div1-zone_ezq_hw4_cjb,ʿILMÜHABER,ʿilmühaber
div1,1854-04-12,Tursko 1,DSCN1824-div1-zone_ubz_jw4_cjb,ʿILMÜHABER,ʿilmühaber
div1,1854-09-21,Tursko 1,DSCN1824-div1-zone_vz3_lw4_cjb,ʿILMÜHABER,ʿilmühaber
div1,1854-05-12,Tursko 1,DSCN1824-div1-zone_cwy_mw4_cjb,ʿILMÜHABER,ʿilmühaber
div1,1854-09-17,Tursko 1,DSCN1824-div1-zone_mmy_4w4_cjb,SENED,ʿedā_senedi
div1,1800-08-19,Tursko 3,DSCN0284-div1-zone_hqd_435_xjb,EMIN,EMIN
div1,2050-12-30,Tursko 3,DSCN0284-div1-zone_tk1_r35_xjb,SUMMARY,summary_Croatian
div1,1774-10-30,Tursko 1,DSCN1830-div1-zone_ox3_vsp_cjb,HÜCCET,hüccet
div1,2050-12-30,Tursko 1,DSCN1830-div1-zone_usb_1tp_cjb,SUMMARY,summary_Croatian
div1,1784-02-20,Tursko 1,DSCN1818-div1-zone_ers_ds4_cjb,MÜRĀSELE,mürāsele
div1,1784-01-06,Tursko 1,DSCN1818-div1-zone_urn_js4_cjb,BUYURULDU,buyuruldu
div1,2050-12-30,Tursko 1,DSCN1818-div1-zone_kg2_ls4_cjb,SUMMARY,summary_Croatian
div1,1818-10-29,Tursko 3,DSCN0286-div1-zone_p5j_hf5_xjb,EMIN,EMIN
div1,2050-12-30,Tursko 3,DSCN0286-div1-zone_tk3_lf5_xjb,SUMMARY,summary_Croatian
div1,1791-08-28,Tursko 3,DSCN0279-div1-zone_fgk_wg5_xjb,EMIN,EMIN
div1,1826-10-28,Tursko 4,DSCN2308-div1-zone_uq1_srg_dmb,UNKNOWN,unknown
div1,1825-08-13,Tursko 3,DSCN9249-div1-zone_k33_dyg_nlb,EMIN,EMIN
div1,2050-12-30,Tursko 3,DSCN9249-div1-zone_vgb_cyg_nlb,SUMMARY,summary_Croatian
div1,1787-05-23,Tursko 4,DSCN2452-div1-zone_ngj_jnv_dmb,MÜRĀSELE,mürāsele
div1,2050-12-30,Tursko 4,DSCN2452-div1-zone_qgh_mnv_dmb,SUMMARY,summary_Croatian
div1,2050-12-30,Tursko 3,DSCN0245-div1-zone_zcq_5gk_kjb,TEZKIRE,tezkire
div1,1825-02-04,Tursko 3,DSCN9261-div1-zone_unr_1hh_nlb,EMIN,EMIN
div1,2050-12-30,Tursko 3,DSCN9261-div1-zone_mtx_ygh_nlb,SUMMARY,summary_Croatian
div1,1782-09-08,Tursko 6,DSCN0537-div1-zone_ln2_5s3_2mb,IʿLĀM,iʿlām_maʿrūz
div1,1858-07-19,Tursko 3,DSCN9275-div1-zone_gd3_hnv_nlb,EMIN,EMIN
div1,2050-12-30,Tursko 3,DSCN9275-div1-zone_ezv_fnv_nlb,SUMMARY,summary_Croatian
div1,2050-12-30,Tursko 3,DSCN0251-div1-zone_zqv_gqt_xjb,EMIN,EMIN_zabt_temessük
div1,2050-12-30,Tursko 3,DSCN0251-div1-zone_rs5_kqt_xjb,SUMMARY,summary_Croatian
div1,2050-12-30,Tursko 3,DSCN0084-div1-zone_g2z_vjz_k3b,[Missing D] MEKTŪB,mektūb
div1,2050-12-30,Tursko 3,DSCN0084-div1-zone_jld_yjz_k3b,UNKNOWN,unknown
div1,2050-12-30,Tursko 3,DSCN0090-div1-zone_old_sdm_l3b,EMIN,EMIN_tahvīl
div1,2050-12-30,Tursko 3,DSCN0090-div1-zone_ys4_tdm_l3b,SUMMARY,summary_Croatian
div1,1785-11-01,Tursko 3,DSCN9077-div1-zone_nhq_lct_flb,EMIN,EMIN
div1,2050-12-30,Tursko 3,DSCN9077-div1-zone_v2s_3ct_flb,SUMMARY,summary_Croatian
div1,1830-06-20,Tursko 4,DSCN2122-div1-zone_c4z_4zj_cmb,EMIN,EMIN
div1,2050-12-30,Tursko 4,DSCN2122-div1-zone_vp5_d1k_cmb,SUMMARY,summary_Croatian
div1,1868-04-21,Tursko 4,DSCN2081-div1-zone_wjh_4p5_bmb,EMIN,EMIN
div1,2050-12-30,Tursko 4,DSCN2081-div1-zone_swh_rp5_bmb,[Missing D] MEMO_CROATINA,memo_Croatina
div1,1803-08-06,Tursko 4,DSCN2042-div1-zone_g2q_g34_bmb,MÜRĀSELE,mürāsele
div1,2050-12-30,Tursko 4,DSCN2042-div1-zone_zfv_l34_bmb,SUMMARY,summary_Croatian
div1,1834-08-03,Tursko 3,DSCN0133-div1-zone_ngn_crv_2jb,UNKNOWN,unknown
div1,2050-12-30,Tursko 3,DSCN0133-div1-zone_phv_frv_2jb,SUMMARY,summary_Croatian
div1,1765-07-11,Tursko 3,DSCN0899-div1-zone_klr_xk3_x3b,IʿLĀM,iʿlām
div1,2050-12-30,Tursko 3,DSCN0899-div1-zone_sz3_1l3_x3b,BUYURULDU,buyuruldu
div1,2050-12-30,Tursko 3,DSCN0899-div1-zone_xmj_vk3_x3b,BUYURULDU,buyuruldu
div1,2050-12-30,Tursko 3,DSCN0899-div1-zone_n5h_2l3_x3b,SUMMARY,summary_Serbian
div1,1827-07-18,Tursko 3,DSCN8976-div1-zone_lxv_rzr_wkb,EMIN,EMIN
div1,2050-12-30,Tursko 3,DSCN8976-div1-zone_wv5_5zr_wkb,SUMMARY,summary_Croatian
div1,2050-12-30,Tursko 4,DSCN2283-div1-zone_mfy_zgg_dmb,TEMESSÜK,temessük
div1,2050-12-30,Tursko 4,DSCN2283-div1-zone_yb5_chg_dmb,SUMMARY,summary_Croatian
div1,2050-12-30,Tursko 6,DSCN0494-div1-zone_yyl_s4c_2mb,ʿARZIHĀL,ʿarz-ıhāl_sūret
div1,2050-12-30,Tursko 6,DSCN0494-div1-zone_s33_cpc_2mb,BUYURULDU,buyuruldu
div1,2050-12-30,Tursko 6,DSCN0494-div1-zone_m5y_2pc_2mb,NOTE,note
div1,1810-02-03,Tursko 3,DSCN8989-div1-zone_l42_sxx_wkb,EMIN,EMIN
div1,2050-12-30,Tursko 3,DSCN8989-div1-zone_ljj_qxx_wkb,SUMMARY,summary_Croatian
div1,1833-05-18,Tursko 3,DSCN9329-div1-zone_exl_5jm_ylb,EMIN,EMIN
div1,2050-12-30,Tursko 3,DSCN9329-div1-zone_r5g_sjm_ylb,SUMMARY,summary_Croatian
div1,1837-09-21,Tursko 1,DSCN1775-div1-zone_c4b_2h3_cjb,IʿLĀM,iʿlām
div1,1837-05-30,Tursko 1,DSCN1775-div1-zone_wtw_hh3_cjb,BUYURULDU,buyuruldu
div1,2050-12-30,Tursko 4,DSCN2268-div1-zone_ujn_31g_dmb,UNKNOWN,unknown
div1,2050-12-30,Tursko 4,DSCN2268-div1-zone_ynt_k1g_dmb,SUMMARY,summary_Croatian
div1,1798-05-13,Tursko 1,DSCN1007-div1-zone_vty_4rg_z3b,IʿLĀM,iʿlām
div1,2050-12-30,Tursko 3,DSCN9315-div1-zone_bpq_l1m_ylb,NĀME,tapu_nāme
div1,2050-12-30,Tursko 3,DSCN9315-div1-zone_ohp_j1m_ylb,SUMMARY,summary_Croatian
div1,1873-02-26,Tursko 1,DSCN1749-div1-zone_nvz_yfh_cjb,SENED,mukāvele_senedi
div1,1771-04-14,Tursko 3,DSCN9301-div1-zone_j4y_l4l_tlb,UNKNOWN,unkown
div1,2050-12-30,Tursko 3,DSCN9301-div1-zone_e4m_k4l_tlb,SUMMARY,summary_Croatian
div1,1794-04-24,Tursko 4,DSCN1985-div1-zone_whs_xkp_zlb,MÜRĀSELE,mürāsele
div1,2050-12-30,Tursko 4,DSCN1985-div1-zone_yjt_1lp_zlb,UNKNOWN,unkown
div1,1797-02-12,Tursko 6,DSCN0442-div1-zone_rf4_2vb_2mb,IʿLĀM,iʿlām_maʿrūz
div1,2050-12-30,Tursko 6,DSCN0442-div1-zone_efg_hvb_2mb,SUMMARY,summary_Croatian
div1,2050-12-30,Tursko 4,DSCN2255-div1-zone_ckm_nsf_dmb,DEFTER,defter
div1,1734-06-01,Tursko 4,DSCN2241-div1-zone_bx2_vmz_cmb,MÜRĀSELE,mürāsele
div1,1818-11-15,Tursko 4,DSCN1990-div1-zone_e4s_m4p_zlb,MÜRĀSELE,mürāsele
div1,2050-12-30,Tursko 4,DSCN1990-div1-zone_mpy_p4p_zlb,SUMMARY,summary_Croatian
div1,2050-12-30,Tursko 6,DSCN0456-div1-zone_xh3_t1c_2mb,HÜCCET,hüccet
div1,1843-04-07,Tursko 3,DSCN0318-div1-zone_dqz_ncp_2kb,EMIN,EMIN
div1,2050-12-30,Tursko 3,DSCN0318-div1-zone_jwz_pcp_2kb,SUMMARY,summary_Croatian
div1,1825-03-29,Tursko 1,DSCN1012-div1-zone_ngv_25g_z3b,UNKNOWN,unknown
div1,1837-11-11,Tursko 1,DSCN1774-div1-zone_off_kg3_cjb,[Missing D] ŞUKKA,şukka
div1,1793-09-05,Tursko 4,DSCN2296-div1-zone_fqd_cmg_dmb,MÜRĀSELE,mürāsele
div1,2050-12-30,Tursko 4,DSCN2296-div1-zone_kzy_2mg_dmb,SUMMARY,summary_Croatian
div1,2050-12-30,Tursko 6,DSCN0481-div1-zone_llm_23c_2mb,EMIN,EMIN
div1,2050-12-30,Tursko 6,DSCN0481-div1-zone_wvx_l3c_2mb,SUMMARY,summary_Croatian
div1,1866-06-12,Tursko 1,DSCN1953-div1-zone_bvv_wk2_djb,SENED,tapu_senedi_sūret
div1,2050-12-30,Tursko 1,DSCN1953-div1-zone_b3s_xk2_djb,SŪRET,tuğra_sūret
div1,2050-12-30,Tursko 1,DSCN1953-div1-zone_oxq_zk2_djb,SUMMARY,summary_Croatian
div1,1736-10-08,Tursko 4,DSCN2057-div1-zone_t5h_qt4_bmb,UNKNOWN,unkown
div1,1822-04-26,Tursko 3,DSCN9102-div1-zone_mry_2k1_glb,EMIN,EMIN
div1,2050-12-30,Tursko 3,DSCN9102-div1-zone_bj4_bk1_glb,SUMMARY,summary_Croatian
div1,1839-09-21,Tursko 7,DSCN0640-div1-zone_qcq_cxp_2mb,TEZKIRE,tezkire
div1,2050-12-30,Tursko 7,DSCN0640-div1-zone_bt4_2xp_2mb,SUMMARY,summary_Croatian
div1,1848-03-22,Tursko 3,DSCN9116-div1-zone_kgs_rtv_glb,EMIN,EMIN
div1,2050-12-30,Tursko 3,DSCN9116-div1-zone_vmq_4tv_glb,SUMMARY,summary_Croatian
div1,2050-12-30,Tursko 7,DSCN0654-div1-zone_vbm_5dq_2mb,ʿILMÜHABER,ʿilmühaber
div1,2050-12-30,Tursko 7,DSCN0654-div1-zone_rvb_zdq_2mb,[Missing D] MEMO_CROATIAN,memo_Croatian
div1,1782-10-19,Tursko 4,DSCN2094-div1-zone_pq3_cv5_bmb,MÜRĀSELE,mürāsele
div1,2050-12-30,Tursko 4,DSCN2094-div1-zone_ozv_2v5_bmb,SUMMARY,summary_Croatian
div1,2050-12-30,Tursko 4,DSCN2080-div1-zone_oyl_y45_bmb,MÜRĀSELE,mürāsele
div1,1816-01-15,Tursko 3,DSCN9062-div1-zone_kd1_rps_flb,EMIN,EMIN
div1,2050-12-30,Tursko 3,DSCN9062-div1-zone_e1n_pps_flb,SUMMARY,summary_Croatian
div1,1825-08-13,Tursko 4,DSCN2137-div1-zone_nvf_jhk_cmb,EMIN,EMIN
div1,2050-12-30,Tursko 4,DSCN2137-div1-zone_jfz_mhk_cmb,SUMMARY,summary_Croatian
div1,1848-02-26,Tursko 4,DSCN0913-div1-zone_bq2_f4y_y3b,[Missing D] KĀ'IME,kā'ime
div1,2050-12-30,Tursko 4,DSCN0913-div1-zone_kxy_g4y_y3b,[Missing D] KĀ'IME,kā'ime
div1,1726-01-03,Tursko 3,DSCN9089-div1-zone_vg2_dzz_flb,HÜCCET,hüccet
div1,1744-02-04,Tursko 3,DSCN0907-div1-zone_mwj_bjy_y3b,HÜCCET,hüccet
div1,2050-12-30,Tursko 4,DSCN2335-div1-zone_krw_5bn_dmb,UNKNOWN,unknown
div1,1801-06-10,Tursko 4,DSCN2309-div1-zone_d2p_4sg_dmb,HÜCCET,hüccet
div1,1801-05-23,Tursko 4,DSCN2309-div1-zone_zsn_1tg_dmb,BUYURULDU,buyuruldu
div1,1784-05-04,Tursko 3,DSCN0293-div1-zone_kz4_zms_yjb,HÜCCET,hüccet
div1,1874-01-04,Tursko 1,DSCN1802-div1-zone_umy_fdj_cjb,[Missing D] ŞÜKKA,şükka
div1,1864-05-26,Tursko 1,DSCN1816-div1-zone_ojb_s44_cjb,SENED,tapu_senedi
div1,2050-12-30,Tursko 1,DSCN1816-div1-zone_c4h_bp4_cjb,UNKNOWN,unknown
div1,2050-12-30,Tursko 1,DSCN1816-div1-zone_w1d_cp4_cjb,SUMMARY,summary_Croatian
div1,2050-12-30,Tursko 6,DSCN0507-div1-zone_lrl_1vc_2mb,ʿARZIHĀL,ʿarz-ıhāl
div1,1790-09-08,Tursko 3,DSCN9245-div1-zone_qcx_sys_mlb,EMIN,EMIN
div1,2050-12-30,Tursko 3,DSCN9245-div1-zone_hqg_rys_mlb,SUMMARY,summary_Croatian
div1,1842-01-23,Tursko 3,DSCN0261-div1-zone_q3w_xst_xjb,EMIN,EMIN
div1,2050-12-30,Tursko 3,DSCN0261-div1-zone_lmk_btt_xjb,SUMMARY,summary_Croatian
div1,1767-11-15,Tursko 4,DSCN2476-div1-zone_mkk_czv_dmb,TEZKIRE,tezkire
div1,2050-12-30,Tursko 4,DSCN2462-div1-zone_wb3_b5v_dmb,TEZKIRE,tezkire
div1,2050-12-30,Tursko 4,DSCN2462-div1-zone_cp4_25v_dmb,UNKNOWN,unknown
div1,1839-12-12,Tursko 3,DSCN0275-div1-zone_bw2_yh5_xjb,EMIN,EMIN
div1,2050-12-30,Tursko 3,DSCN0275-div1-zone_fgx_135_xjb,SUMMARY,summary_Croatian
div1,1791-07-29,Tursko 6,DSCN0513-div1-zone_ey1_xxc_2mb,HÜCCET,hüccet
div1,2050-12-30,Tursko 6,DSCN0513-div1-zone_m3k_byc_2mb,SUMMARY,summary_Serbian
div1,1808-02-26,Tursko 3,DSCN9251-div1-zone_g11_wyg_nlb,EMIN,EMIN
div1,2050-12-30,Tursko 3,DSCN9251-div1-zone_h4h_5yg_nlb,SUMMARY,summary_Croatian
div1,1787-03-02,Tursko 4,DSCN2304-div1-zone_lrs_3qg_dmb,MÜRĀSELE,mürāsele
div1,1820-10-06,Tursko 3,DSCN9279-div1-zone_t5x_kqv_nlb,EMIN,EMIN
div1,2050-12-30,Tursko 3,DSCN9279-div1-zone_pvh_jqv_nlb,SUMMARY,summary_Croatian
div1,2050-12-30,Tursko 3,DSCN0249-div1-zone_glw_zpt_xjb,EMIN,EMIN_zabt_tezkire
div1,2050-12-30,Tursko 3,DSCN0249-div1-zone_byj_cqt_xjb,SUMMARY,summary_Croatian
div1,1834-05-08,Tursko 4,DSCN2338-div1-zone_ycw_cdn_dmb,EMIN,EMIN
